id,qname,heading,text,type,diagram,website,updated
,TravelledWaySegment,TravelledWaySegment,A Travelled Way Segment is a type of Infrastructure Element that represents part of a Travelled Way Link.,Class,https://w3id.org/citydata/part2/v1/diagrams/TravelledWaySegment.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/TravelledWaySegment'>Web</a></body></html>,2026-08-13T09:58:56.871648
,TransportInfrastructureThing,TransportInfrastructureThing,"Added for organizational purposes, to identify classes defined in the Transport Infrastructure Pattern ontology.",Class,https://w3id.org/citydata/part2/v1/diagrams/TransportInfrastructureThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/TransportInfrastructureThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Facility,Facility,A facility is a physical location or structure that provides services or amenities to the public or a specific group of people.,Class,https://w3id.org/citydata/part2/v1/diagrams/Facility.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Facility'>Web</a></body></html>,2026-08-13T09:58:56.871648
,State,State,A State is a political subdivision of a country.,Class,https://w3id.org/citydata/part2/v1/diagrams/State.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/State'>Web</a></body></html>,2026-08-13T09:58:56.871648
,BridgeSegment,BridgeSegment,,Class,https://w3id.org/citydata/part2/v1/diagrams/BridgeSegment.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/BridgeSegment'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Clause,Clause,"A Clause is a statement of a rule, provision, requirement, etc. that is part of the body of the Law, or its schedules, penalties, etc.",Class,https://w3id.org/citydata/part2/v1/diagrams/Clause.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Clause'>Web</a></body></html>,2026-08-13T09:58:56.871648
,TravelledWay,TravelledWay,A Travelled Way is a type of Infrastructure Element that enables travel.,Class,https://w3id.org/citydata/part2/v1/diagrams/TravelledWay.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/TravelledWay'>Web</a></body></html>,2026-08-13T09:58:56.871648
,LegislationLegalForceCode,LegislationLegalForceCode,"A code identifying whether a law is in force, not in force, or partially in force.",Class,https://w3id.org/citydata/part2/v1/diagrams/LegislationLegalForceCode.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/LegislationLegalForceCode'>Web</a></body></html>,2026-08-13T09:58:56.871648
,PersonThing,PersonThing,"Added for organizational purposes, to identify classes defined in the Person ontology.",Class,https://w3id.org/citydata/part2/v1/diagrams/PersonThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/PersonThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,GovernmentOrganization,GovernmentOrganization,,Class,https://w3id.org/citydata/part2/v1/diagrams/GovernmentOrganization.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/GovernmentOrganization'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Country,Country,A Country is a specialization of a Jurisdictional Area that is formally identified as such.,Class,https://w3id.org/citydata/part2/v1/diagrams/Country.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Country'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Name,Name,A Name represents a formal name given to an entity and is a superclass for all more descriptive name types.,Class,https://w3id.org/citydata/part2/v1/diagrams/Name.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Name'>Web</a></body></html>,2026-08-13T09:58:56.871648
,RailLink,RailLink,A Rail Link is a type of Travelled Way Link that represents a length of RailLine.,Class,https://w3id.org/citydata/part2/v1/diagrams/RailLink.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/RailLink'>Web</a></body></html>,2026-08-13T09:58:56.871648
,InfrastructureThing,InfrastructureThing,"Added for organizational purposes, to identify classes defined in the Infrastructure pattern.",Class,https://w3id.org/citydata/part2/v1/diagrams/InfrastructureThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/InfrastructureThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,ControlledEntity,ControlledEntity,A controlled entity is an entity that is subject to control by another entity.,Class,https://w3id.org/citydata/part2/v1/diagrams/ControlledEntity.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/ControlledEntity'>Web</a></body></html>,2026-08-13T09:58:56.871648
,HomeType,HomeType,Home Type is a type of Code that describes the type of a Residence.,Class,https://w3id.org/citydata/part2/v1/diagrams/HomeType.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/HomeType'>Web</a></body></html>,2026-08-13T09:58:56.871648
,ConstructionStatus,ConstructionStatus,Construction Status is a type of Code that describes the construction status of a Building or Infrastructure Element.,Class,https://w3id.org/citydata/part2/v1/diagrams/ConstructionStatus.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/ConstructionStatus'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Alert,Alert,An Alert can be used to notify people of important information.,Class,https://w3id.org/citydata/part2/v1/diagrams/Alert.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Alert'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Operation,Operation,An Operation defines the regular opening hours of an Organization or Infrastructure Element.,Class,https://w3id.org/citydata/part2/v1/diagrams/Operation.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Operation'>Web</a></body></html>,2026-08-13T09:58:56.871648
,CityResidentThing,CityResidentThing,"Added for organizational purposes, to identify classes defined in the City Resident ontology.",Class,https://w3id.org/citydata/part2/v1/diagrams/CityResidentThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/CityResidentThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,LandUseClassification,LandUseClassification,Land Use Classification is a type of Code that describes the use of a Land Area.,Class,https://w3id.org/citydata/part2/v1/diagrams/LandUseClassification.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/LandUseClassification'>Web</a></body></html>,2026-08-13T09:58:56.871648
,CityAdministrativeArea,CityAdministrativeArea,"Jurisdictional Area that has been identified for use by a City to reflect its unique areas such as districts, wards, neighbourhoods, or prefectures. ",Class,https://w3id.org/citydata/part2/v1/diagrams/CityAdministrativeArea.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/CityAdministrativeArea'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Stakeholder,Stakeholder,A Stakeholder is an Organization or Person that has an interest in a Program or Service.,Class,https://w3id.org/citydata/part2/v1/diagrams/Stakeholder.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Stakeholder'>Web</a></body></html>,2026-08-13T09:58:56.871648
,EmploymentStatus,EmploymentStatus,Employment Status is a type of Code that describes the employment status of an Agent within an Organization.,Class,https://w3id.org/citydata/part2/v1/diagrams/EmploymentStatus.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/EmploymentStatus'>Web</a></body></html>,2026-08-13T09:58:56.871648
,AreaRatio,AreaRatio,,Class,https://w3id.org/citydata/part2/v1/diagrams/AreaRatio.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/AreaRatio'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Address,Address,"Address is the main concept for a contact.  It has been designed to represent any type of address in the world, including India and the UK.  For example, the property hasBuilding is important in many UK and Indian addresses to further identify the person or business location. Street information is divided into separate properties to fully identify direction (hasStreetDirection), Type (hasStreetType), etc.",Class,https://w3id.org/citydata/part2/v1/diagrams/Address.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Address'>Web</a></body></html>,2026-08-13T09:58:56.871648
,IndustryType,IndustryType,Industry Type is a type of Code that describes the industry sector of a business establishment.,Class,https://w3id.org/citydata/part2/v1/diagrams/IndustryType.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/IndustryType'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Sex,Sex,Sex is a type of Code that describes the biological sex of a person.,Class,https://w3id.org/citydata/part2/v1/diagrams/Sex.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Sex'>Web</a></body></html>,2026-08-13T09:58:56.871648
,AmendingBylaw,AmendingBylaw,An Amending Bylaw is a type of Bylaw that modifies or updates an existing bylaw.,Class,https://w3id.org/citydata/part2/v1/diagrams/AmendingBylaw.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/AmendingBylaw'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Person,Person,A Person is an individual human being.,Class,https://w3id.org/citydata/part2/v1/diagrams/Person.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Person'>Web</a></body></html>,2026-08-13T09:58:56.871648
,CodeThing,CodeThing,"Added for organizational purposes, to identify classes defined in the Code ontology.",Class,https://w3id.org/citydata/part2/v1/diagrams/CodeThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/CodeThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Employment,Employment,Employment is a type of Organizational membership in which the Agent receives monetary compensation for the value that they provide to the Organization.,Class,https://w3id.org/citydata/part2/v1/diagrams/Employment.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Employment'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Household,Household,A Household refers to a collection of persons occupying a shared place of residence. Households may or may not be comprised of family members.,Class,https://w3id.org/citydata/part2/v1/diagrams/Household.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Household'>Web</a></body></html>,2026-08-13T09:58:56.871648
,RoadLink,RoadLink,A Road Link is a type of Travelled Way Link that represents a length of Road.,Class,https://w3id.org/citydata/part2/v1/diagrams/RoadLink.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/RoadLink'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Output,Output,Output is a quantitative summary of an activity.,Class,https://w3id.org/citydata/part2/v1/diagrams/Output.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Output'>Web</a></body></html>,2026-08-13T09:58:56.871648
,LandArea,LandArea,A Land Area is a defined geographic area of land.,Class,https://w3id.org/citydata/part2/v1/diagrams/LandArea.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/LandArea'>Web</a></body></html>,2026-08-13T09:58:56.871648
,ForProfitOrganization,ForProfitOrganization,A for-profit organization is an organization that operates with the primary goal of generating profit for its owners or shareholders.,Class,https://w3id.org/citydata/part2/v1/diagrams/ForProfitOrganization.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/ForProfitOrganization'>Web</a></body></html>,2026-08-13T09:58:56.871648
,NonBindingTerm,NonBindingTerm,A NonBindingTerm is a term in a contract that does not have legal force.,Class,https://w3id.org/citydata/part2/v1/diagrams/NonBindingTerm.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/NonBindingTerm'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Representation,Representation,Part of the Contract that specifies some assertions that are taken to be true at the time of the contract and serve to influence a party's decision to enter into the Contract.,Class,https://w3id.org/citydata/part2/v1/diagrams/Representation.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Representation'>Web</a></body></html>,2026-08-13T09:58:56.871648
,PhoneNumber,Phone Number,A PhoneNumber defines the complete international phone number and type of number.,Class,https://w3id.org/citydata/part2/v1/diagrams/PhoneNumber.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/PhoneNumber'>Web</a></body></html>,2026-08-13T09:58:56.871648
,ContractThing,ContractThing,"Added for organizational purposes, to identify classes defined in the Contract ontology.",Class,https://w3id.org/citydata/part2/v1/diagrams/ContractThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/ContractThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,BusinessEstablishment,BusinessEstablishment,Business Establishment: A Business establishment is a physical location where an Organization conducts business.,Class,https://w3id.org/citydata/part2/v1/diagrams/BusinessEstablishment.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/BusinessEstablishment'>Web</a></body></html>,2026-08-13T09:58:56.871648
,BylawThing,BylawThing,"Added for organizational purposes, to identify classes defined in the Bylaw ontology.",Class,https://w3id.org/citydata/part2/v1/diagrams/BylawThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/BylawThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,ContractualCommitment,ContractualCommitment,A contractual commitment is a legally binding part of a contract that consists of a promise made by a party in relation to the contract.,Class,https://w3id.org/citydata/part2/v1/diagrams/ContractualCommitment.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/ContractualCommitment'>Web</a></body></html>,2026-08-13T09:58:56.871648
,ConditionPrecedent,ConditionPrecedent,A condition precedent is a condition that must be met before a contract becomes effective.,Class,https://w3id.org/citydata/part2/v1/diagrams/ConditionPrecedent.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/ConditionPrecedent'>Web</a></body></html>,2026-08-13T09:58:56.871648
,BuildingThing,BuildingThing,"Added for organizational purposes, to identify classes defined in the Building ontology.",Class,https://w3id.org/citydata/part2/v1/diagrams/BuildingThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/BuildingThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,CityResident,CityResident,A City Resident is a Person who satisfies the requirements of being a city resident for the particular City.,Class,https://w3id.org/citydata/part2/v1/diagrams/CityResident.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/CityResident'>Web</a></body></html>,2026-08-13T09:58:56.871648
,AddressType,Address Type,"Address Type is a type of Code that describes the type of address, such as residential, business, or mailing.",Class,https://w3id.org/citydata/part2/v1/diagrams/AddressType.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/AddressType'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Skill,Skill,Skill is a type of Code that describes a specific ability or competency of a person.,Class,https://w3id.org/citydata/part2/v1/diagrams/Skill.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Skill'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Road,Road,"A Road is a type of Travelled Way that describes a part of the physical transport infrastructure that has been improved to allow travel by motor vehicles, persons, bicycles, or similar methods of conveyance. road vehicles. No distinction is made between Road types at this level.",Class,https://w3id.org/citydata/part2/v1/diagrams/Road.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Road'>Web</a></body></html>,2026-08-13T09:58:56.871648
,EntityOperation,EntityOperation,Activity of operating an Organization by City Resident.,Class,https://w3id.org/citydata/part2/v1/diagrams/EntityOperation.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/EntityOperation'>Web</a></body></html>,2026-08-13T09:58:56.871648
,NonProfitOrganization,NonProfitOrganization,A NonProfitOrganization is an non-governmental organization that operates for purposes other than generating profit.,Class,https://w3id.org/citydata/part2/v1/diagrams/NonProfitOrganization.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/NonProfitOrganization'>Web</a></body></html>,2026-08-13T09:58:56.871648
,AlertThing,AlertThing,"Added for organizational purposes, to identify classes defined for the Alert Pattern.",Class,https://w3id.org/citydata/part2/v1/diagrams/AlertThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/AlertThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,RailLine,RailLine,A Rail Line is a type of Travelled Way that describes a part of the physical transportation infrastructure that has been fitted with tracks to allow travel by trains and other sorts of rail vehicles. No distinction is made between Rail Line types at this level.,Class,https://w3id.org/citydata/part2/v1/diagrams/RailLine.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/RailLine'>Web</a></body></html>,2026-08-13T09:58:56.871648
,PersonName,PersonName,,Class,https://w3id.org/citydata/part2/v1/diagrams/PersonName.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/PersonName'>Web</a></body></html>,2026-08-13T09:58:56.871648
,ImpactDirection,ImpactDirection,Impact Direction is a type of Code that describes the direction of impact of an event or action.,Class,https://w3id.org/citydata/part2/v1/diagrams/ImpactDirection.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/ImpactDirection'>Web</a></body></html>,2026-08-13T09:58:56.871648
,LandUseThing,LandUseThing,"Added for organizational purposes, to identify classes defined in the Land Use ontology.",Class,https://w3id.org/citydata/part2/v1/diagrams/LandUseThing.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/LandUseThing'>Web</a></body></html>,2026-08-13T09:58:56.871648
,TravelledWayLink,TravelledWayLink,A Travelled Way Link represents a continuous length of a Travelled Way and is a type of Infrastructure Element that connects two or more Travelled Way Segments.,Class,https://w3id.org/citydata/part2/v1/diagrams/TravelledWayLink.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/TravelledWayLink'>Web</a></body></html>,2026-08-13T09:58:56.871648
,ContractualDefinition,ContractualDefinition,A contractual definition is a definition of a term used within a contract.,Class,https://w3id.org/citydata/part2/v1/diagrams/ContractualDefinition.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/ContractualDefinition'>Web</a></body></html>,2026-08-13T09:58:56.871648
,EntityOwnership,EntityOwnership,"Activity of owning a Building, Land Area, or Organization by City Resident.",Class,https://w3id.org/citydata/part2/v1/diagrams/EntityOwnership.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/EntityOwnership'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Tunnel,Tunnel,A Tunnel is a Infrastructure Element that enables travel through or underneath some obstacle or area. It may contain some Road or RailLine Segments.,Class,https://w3id.org/citydata/part2/v1/diagrams/Tunnel.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Tunnel'>Web</a></body></html>,2026-08-13T09:58:56.871648
,OrganizationAgent,OrganizationAgent,Member of an organization,Class,https://w3id.org/citydata/part2/v1/diagrams/OrganizationAgent.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/OrganizationAgent'>Web</a></body></html>,2026-08-13T09:58:56.871648
,Citizenship,Citizenship,Citizenship is a type of City Thing that indicates the country of citizenship for a person during a specific period.,Class,https://w3id.org/citydata/part2/v1/diagrams/Citizenship.dot.svg,<html><body><a href='https://w3id.org/citydata/part2/v1/Citizenship'>Web</a></body></html>,2026-08-13T09:58:56.871648
